A,B,CW,DQ,DR,DR51,DR52,DR53,TOTfreq
A3,B7,CW6,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A3,B7,CW7,DQ2,DR17,NULL,DR52,NULL,0.001264185
A3,B7,CW7,DQ2,DR7,NULL,NULL,DR53,0.002518336
A3,B7,CW7,DQ4,DR8,NULL,NULL,DR53,0.000762524
A3,B7,CW7,DQ5,DR1,NULL,NULL,NULL,0.005508232
A3,B7,CW7,DQ5,DR10,NULL,NULL,NULL,8.02657e-05
A3,B7,CW7,DQ5,DR103,NULL,NULL,NULL,0.000642125
A3,B7,CW7,DQ5,DR14,NULL,DR52,NULL,0.001143786
A3,B7,CW7,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A3,B7,CW7,DQ6,DR13,NULL,DR52,NULL,0.004354413
A3,B7,CW7,DQ6,DR15,DR51,NULL,NULL,0.036089456
A3,B7,CW7,DQ7,DR103,NULL,NULL,NULL,9.02989e-05
A3,B7,CW7,DQ7,DR11,NULL,DR52,NULL,0.002769166
A3,B7,CW7,DQ7,DR12,NULL,DR52,NULL,0.000752491
A3,B7,CW7,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A3,B7,CW7,DQ7,DR4,NULL,NULL,DR53,0.002799266
A3,B7,CW7,DQ8,DR4,NULL,NULL,DR53,0.001916343
A3,B7,CW7,DQ9,DR4,NULL,NULL,DR53,6.01993e-05
A3,B7,CW7,DQ9,DR7,NULL,NULL,DR53,0.000461528
A3,B7,CW7,DQ9,DR9,NULL,NULL,DR53,0.000150498
A3,B7,CW9,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A3,B71,CW7,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A3,B71,CW7,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A3,B8,CW7,DQ2,DR17,NULL,DR52,NULL,0.00484604
A3,B8,CW7,DQ5,DR1,NULL,NULL,NULL,0.000180598
A3,B8,CW7,DQ6,DR13,NULL,DR52,NULL,0.000170565
A3,B8,CW7,DQ6,DR15,DR51,NULL,NULL,4.01328e-05
A3,B8,CW7,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A3,B8,CW7,DQ9,DR7,NULL,NULL,DR53,5.0166e-05
A30,B13,CW6,DQ2,DR17,NULL,DR52,NULL,0.000270897
A30,B13,CW6,DQ2,DR7,NULL,NULL,DR53,0.009411151
A30,B13,CW6,DQ6,DR13,NULL,DR52,NULL,0.000361196
A30,B13,CW6,DQ6,DR15,DR51,NULL,NULL,0.000140465
A30,B13,CW6,DQ7,DR11,NULL,DR52,NULL,0.000361196
A30,B13,CW6,DQ8,DR4,NULL,NULL,DR53,0.000240797
A30,B13,CW6,DQ9,DR7,NULL,NULL,DR53,0.000160531
A30,B15,CW2,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A30,B15,CW2,DQ5,DR13,NULL,DR52,NULL,2.00664e-05
A30,B15,CW2,DQ6,DR11,NULL,DR52,NULL,2.00664e-05
A30,B15,CW6,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A30,B15,CW9,DQ5,DR13,NULL,DR52,NULL,2.00664e-05
A30,B15,CW9,DQ6,DR11,NULL,DR52,NULL,2.00664e-05
A30,B15,CW9,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A30,B15,CW9,DQ8,DR4,NULL,NULL,DR53,0.000120399
A30,B18,CW12,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B18,CW5,DQ2,DR17,NULL,DR52,NULL,0.004223981
A30,B18,CW5,DQ2,DR7,NULL,NULL,DR53,0.000190631
A30,B18,CW5,DQ5,DR1,NULL,NULL,NULL,0.000351162
A30,B18,CW5,DQ5,DR14,NULL,DR52,NULL,0.000381262
A30,B18,CW5,DQ6,DR13,NULL,DR52,NULL,0.000120399
A30,B18,CW5,DQ7,DR11,NULL,DR52,NULL,0.000200664
A30,B18,CW5,DQ7,DR13,NULL,DR52,NULL,0.000130432
A30,B18,CW5,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A30,B18,CW7,DQ7,DR11,NULL,DR52,NULL,0.000120399
A30,B18,CW8,DQ2,DR17,NULL,DR52,NULL,2.00664e-05
A30,B18,CW8,DQ2,DR7,NULL,NULL,DR53,2.00664e-05
A30,B27,CW2,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A30,B27,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B35,CW4,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A30,B35,CW4,DQ5,DR1,NULL,NULL,NULL,0.000120399
A30,B35,CW4,DQ6,DR13,NULL,DR52,NULL,0.00025083
A30,B35,CW4,DQ7,DR11,NULL,DR52,NULL,0.000321063
A30,B35,CW4,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A30,B35,CW4,DQ8,DR4,NULL,NULL,DR53,0.000130432
A30,B38,CW12,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A30,B38,CW12,DQ8,DR4,NULL,NULL,DR53,8.02657e-05
A30,B40,CW10,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A30,B40,CW10,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A30,B40,CW15,DQ5,DR1404,NULL,NULL,NULL,6.01993e-05
A30,B40,CW2,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B41,CW17,DQ2,DR17,NULL,DR52,NULL,0.000130432
A30,B41,CW17,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A30,B41,CW17,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B41,CW17,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A30,B41,CW17,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A30,B41,CW6,DQ2,DR4,NULL,NULL,DR53,6.01993e-05
A30,B41,CW6,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A30,B42,CW17,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A30,B42,CW17,DQ7,DR8,NULL,NULL,DR53,6.01993e-05
A30,B44,CW16,DQ2,DR17,NULL,DR52,NULL,2.00664e-05
A30,B44,CW16,DQ2,DR7,NULL,NULL,DR53,2.00664e-05
A30,B44,CW4,DQ2,DR7,NULL,NULL,DR53,0.000100332
A30,B44,CW4,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B44,CW5,DQ6,DR13,NULL,DR52,NULL,8.02657e-05
A30,B44,CW5,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A30,B44,CW5,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B44,CW5,DQ7,DR4,NULL,NULL,DR53,0.000110365
A30,B44,CW6,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A30,B44,CW7,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A30,B45,CW6,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A30,B49,CW7,DQ2,DR7,NULL,NULL,DR53,0.000190631
A30,B49,CW7,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A30,B49,CW7,DQ6,DR13,NULL,DR52,NULL,0.000130432
A30,B49,CW7,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A30,B49,CW7,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B50,CW4,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A30,B50,CW6,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A30,B51,CW14,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A30,B51,CW14,DQ5,DR15,DR51,NULL,NULL,6.01993e-05
A30,B51,CW15,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A30,B51,CW16,DQ2,DR7,NULL,NULL,DR53,0.000331096
A30,B51,CW16,DQ5,DR1,NULL,NULL,NULL,5.0166e-05
A30,B51,CW16,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A30,B51,CW16,DQ8,DR11,NULL,DR52,NULL,6.01993e-05
A30,B52,CW16,DQ4,DR18,NULL,DR52,NULL,6.01993e-05
A30,B53,CW4,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A30,B53,CW4,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A30,B53,CW6,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A30,B55,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B55,CW9,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A30,B57,CW18,DQ5,DR13,NULL,DR52,NULL,6.01993e-05
A30,B57,CW4,DQ2,DR7,NULL,NULL,DR53,0.000130432
A30,B57,CW6,DQ2,DR7,NULL,NULL,DR53,3.00996e-05
A30,B57,CW6,DQ8,DR7,NULL,NULL,DR53,6.01993e-05
A30,B57,CW6,DQ9,DR7,NULL,NULL,DR53,0.00031103
A30,B57,CW7,DQ6,DR14,NULL,DR52,NULL,6.01993e-05
A30,B57,CW7,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B58,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A30,B58,CW7,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A30,B58,CW7,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A30,B64,CW8,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A30,B65,CW8,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A30,B65,CW8,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A30,B65,CW8,DQ6,DR8,NULL,NULL,DR53,6.01993e-05
A30,B7,CW4,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A30,B7,CW4,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A30,B7,CW7,DQ7,DR12,NULL,DR52,NULL,0.000130432
A30,B8,CW7,DQ2,DR17,NULL,DR52,NULL,8.02657e-05
A30,B8,CW7,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A30,B8,CW7,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A31,B15,CW10,DQ6,DR13,NULL,DR52,NULL,0.000120399
A31,B15,CW10,DQ8,DR4,NULL,NULL,DR53,0.000571893
A31,B15,CW4,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A31,B15,CW4,DQ9,DR9,NULL,NULL,DR53,6.01993e-05
A31,B15,CW9,DQ5,DR1,NULL,NULL,NULL,0.000170565
A31,B15,CW9,DQ6,DR15,DR51,NULL,NULL,0.000100332
A31,B15,CW9,DQ7,DR11,NULL,DR52,NULL,3.00996e-05
A31,B15,CW9,DQ7,DR4,NULL,NULL,DR53,0.000100332
A31,B15,CW9,DQ8,DR4,NULL,NULL,DR53,0.000120399
A31,B18,CW12,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A31,B18,CW12,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A31,B18,CW5,DQ2,DR17,NULL,DR52,NULL,9.02989e-05
A31,B18,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A31,B18,CW7,DQ7,DR11,NULL,DR52,NULL,0.000110365
A31,B27,CW1,DQ5,DR1,NULL,NULL,NULL,5.0166e-05
A31,B27,CW1,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A31,B27,CW1,DQ6,DR15,DR51,NULL,NULL,0.000140465
A31,B27,CW1,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A31,B27,CW1,DQ8,DR4,NULL,NULL,DR53,0.000130432
A31,B27,CW15,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A31,B27,CW2,DQ4,DR8,NULL,NULL,DR53,0.000120399
A31,B27,CW2,DQ5,DR1,NULL,NULL,NULL,0.000170565
A31,B27,CW2,DQ5,DR103,NULL,NULL,NULL,6.01993e-05
A31,B27,CW2,DQ6,DR15,DR51,NULL,NULL,0.000120399
A31,B27,CW2,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A31,B27,CW2,DQ8,DR4,NULL,NULL,DR53,0.000431428
A31,B27,CW2,DQ9,DR7,NULL,NULL,DR53,0.000130432
A31,B35,CW12,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A31,B35,CW4,DQ2,DR7,NULL,NULL,DR53,3.00996e-05
A31,B35,CW4,DQ5,DR1,NULL,NULL,NULL,0.000270897
A31,B35,CW4,DQ5,DR14,NULL,DR52,NULL,7.02325e-05
A31,B35,CW4,DQ5,DR16,DR51,NULL,NULL,0.000120399
A31,B35,CW4,DQ6,DR15,DR51,NULL,NULL,9.02989e-05
A31,B35,CW4,DQ7,DR11,NULL,DR52,NULL,0.000351162
A31,B35,CW4,DQ7,DR4,NULL,NULL,DR53,0.000110365
A31,B35,CW4,DQ8,DR4,NULL,NULL,DR53,0.00078259
A31,B35,CW4,DQ9,DR9,NULL,NULL,DR53,6.01993e-05
A31,B37,CW6,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A31,B37,CW6,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A31,B38,CW12,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A31,B38,CW12,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A31,B38,CW12,DQ8,DR4,NULL,NULL,DR53,0.000130432
A31,B39,CW12,DQ2,DR17,NULL,DR52,NULL,7.02325e-05
A31,B39,CW12,DQ5,DR14,NULL,DR52,NULL,0.000110365
A31,B39,CW12,DQ5,DR16,DR51,NULL,NULL,0.000190631
A31,B39,CW12,DQ6,DR13,NULL,DR52,NULL,9.02989e-05
A31,B39,CW12,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A31,B39,CW12,DQ7,DR12,NULL,DR52,NULL,0.000160531
A31,B39,CW12,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A31,B39,CW12,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A31,B39,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A31,B40,CW10,DQ2,DR17,NULL,DR52,NULL,0.000190631
A31,B40,CW10,DQ5,DR1,NULL,NULL,NULL,0.000872889
A31,B40,CW10,DQ5,DR10,NULL,NULL,NULL,4.01328e-05
A31,B40,CW10,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A31,B40,CW10,DQ6,DR15,DR51,NULL,NULL,0.000601993
A31,B40,CW10,DQ7,DR12,NULL,DR52,NULL,0.000130432
A31,B40,CW10,DQ7,DR16,DR51,NULL,NULL,6.01993e-05
A31,B40,CW10,DQ7,DR4,NULL,NULL,DR53,8.02657e-05
A31,B40,CW10,DQ8,DR4,NULL,NULL,DR53,0.00625069
A31,B40,CW10,DQ9,DR7,NULL,NULL,DR53,0.000100332
A31,B40,CW10,DQ9,DR9,NULL,NULL,DR53,0.000210697
A31,B40,CW2,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A31,B40,CW2,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A31,B40,CW5,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A31,B40,CW7,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A31,B40,CW7,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A31,B41,CW17,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A31,B44,CW12,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A31,B44,CW16,DQ2,DR7,NULL,NULL,DR53,0.000150498
A31,B44,CW2,DQ7,DR11,NULL,DR52,NULL,2.00664e-05
A31,B44,CW4,DQ2,DR7,NULL,NULL,DR53,0.000140465
A31,B44,CW5,DQ6,DR15,DR51,NULL,NULL,7.02325e-05
A31,B44,CW5,DQ7,DR11,NULL,DR52,NULL,5.0166e-05
A31,B44,CW5,DQ7,DR4,NULL,NULL,DR53,0.00028093
A31,B44,CW5,DQ8,DR4,NULL,NULL,DR53,0.000130432
A31,B44,CW7,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A31,B44,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A31,B49,CW7,DQ5,DR1,NULL,NULL,NULL,0.000200664
A31,B49,CW7,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A31,B49,CW7,DQ8,DR4,NULL,NULL,DR53,3.00996e-05
A31,B51,CW1,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A31,B51,CW14,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A31,B51,CW14,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A31,B51,CW14,DQ8,DR4,NULL,NULL,DR53,0.000130432
A31,B51,CW15,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A31,B51,CW15,DQ5,DR1,NULL,NULL,NULL,0.000110365
A31,B51,CW15,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A31,B51,CW15,DQ6,DR15,DR51,NULL,NULL,0.000632092
A31,B51,CW15,DQ7,DR11,NULL,DR52,NULL,0.000170565
A31,B51,CW15,DQ7,DR4,NULL,NULL,DR53,0.00056186
A31,B51,CW15,DQ8,DR4,NULL,NULL,DR53,0.000381262
A31,B51,CW16,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A31,B51,CW16,DQ9,DR9,NULL,NULL,DR53,6.01993e-05
A31,B51,CW2,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A31,B51,CW4,DQ5,DR1,NULL,NULL,NULL,0.000130432
A31,B51,CW5,DQ6,DR15,DR51,NULL,NULL,0.000130432
A31,B51,CW5,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A31,B52,CW12,DQ6,DR15,DR51,NULL,NULL,0.000150498
A31,B55,CW9,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A31,B56,CW1,DQ8,DR4,NULL,NULL,DR53,0.000130432
A31,B56,CW12,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A31,B56,CW7,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A31,B57,CW6,DQ5,DR1,NULL,NULL,NULL,3.00996e-05
A31,B57,CW6,DQ6,DR13,NULL,DR52,NULL,0.000130432
A31,B62,CW1,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A31,B63,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A31,B65,CW8,DQ2,DR17,NULL,DR52,NULL,0.000130432
A31,B65,CW8,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A31,B7,CW7,DQ2,DR17,NULL,DR52,NULL,9.02989e-05
A31,B7,CW7,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A31,B7,CW7,DQ5,DR1,NULL,NULL,NULL,0.000150498
A31,B7,CW7,DQ6,DR13,NULL,DR52,NULL,0.000220731
A31,B7,CW7,DQ6,DR15,DR51,NULL,NULL,0.001545114
A31,B7,CW7,DQ7,DR4,NULL,NULL,DR53,0.000130432
A31,B7,CW7,DQ7,DR8,NULL,NULL,DR53,6.01993e-05
A31,B7,CW7,DQ8,DR4,NULL,NULL,DR53,0.000130432
A31,B8,CW7,DQ2,DR17,NULL,DR52,NULL,0.000571893
A31,B8,CW7,DQ6,DR15,DR51,NULL,NULL,4.01328e-05
A31,B8,CW7,DQ7,DR4,NULL,NULL,DR53,2.00664e-05
A32,B13,CW6,DQ2,DR7,NULL,NULL,DR53,0.000381262
A32,B15,CW1,DQ9,DR9,NULL,NULL,DR53,8.02657e-05
A32,B15,CW10,DQ2,DR17,NULL,DR52,NULL,7.02325e-05
A32,B15,CW10,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B15,CW10,DQ6,DR15,DR51,NULL,NULL,0.000120399
A32,B15,CW10,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A32,B15,CW4,DQ5,DR1,NULL,NULL,NULL,0.000130432
A32,B15,CW5,DQ9,DR9,NULL,NULL,DR53,6.01993e-05
A32,B15,CW7,DQ5,DR14,NULL,DR52,NULL,2.00664e-05
A32,B15,CW7,DQ8,DR4,NULL,NULL,DR53,2.00664e-05
A32,B15,CW9,DQ2,DR7,NULL,NULL,DR53,7.02325e-05
A32,B15,CW9,DQ4,DR8,NULL,NULL,DR53,0.000110365
A32,B15,CW9,DQ5,DR1,NULL,NULL,NULL,0.000240797
A32,B15,CW9,DQ5,DR103,NULL,NULL,NULL,0.000130432
A32,B15,CW9,DQ5,DR14,NULL,DR52,NULL,0.000260864
A32,B15,CW9,DQ6,DR13,NULL,DR52,NULL,0.000351162
A32,B15,CW9,DQ7,DR11,NULL,DR52,NULL,0.00053176
A32,B15,CW9,DQ7,DR14,NULL,DR52,NULL,6.01993e-05
A32,B15,CW9,DQ8,DR4,NULL,NULL,DR53,0.000371229
A32,B18,CW12,DQ7,DR11,NULL,DR52,NULL,7.02325e-05
A32,B18,CW12,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A32,B18,CW5,DQ2,DR17,NULL,DR52,NULL,3.00996e-05
A32,B18,CW7,DQ6,DR15,DR51,NULL,NULL,0.000210697
A32,B18,CW7,DQ7,DR11,NULL,DR52,NULL,0.000190631
A32,B18,CW7,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A32,B27,CW1,DQ4,DR8,NULL,NULL,DR53,0.000190631
A32,B27,CW1,DQ5,DR1,NULL,NULL,NULL,0.000381262
A32,B27,CW1,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B27,CW1,DQ7,DR11,NULL,DR52,NULL,0.000170565
A32,B27,CW15,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A32,B27,CW2,DQ5,DR1,NULL,NULL,NULL,2.00664e-05
A32,B27,CW2,DQ5,DR14,NULL,DR52,NULL,5.0166e-05
A32,B27,CW2,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A32,B27,CW2,DQ6,DR13,NULL,DR52,NULL,0.000160531
A32,B27,CW2,DQ6,DR15,DR51,NULL,NULL,0.000190631
A32,B27,CW2,DQ7,DR11,NULL,DR52,NULL,9.02989e-05
A32,B27,CW2,DQ7,DR12,NULL,DR52,NULL,0.000300996
A32,B27,CW2,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A32,B27,CW2,DQ9,DR9,NULL,NULL,DR53,0.000110365
A32,B27,CW5,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A32,B35,CW10,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A32,B35,CW12,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A32,B35,CW12,DQ7,DR4,NULL,NULL,DR53,3.00996e-05
A32,B35,CW4,DQ5,DR1,NULL,NULL,NULL,0.000491627
A32,B35,CW4,DQ5,DR103,NULL,NULL,NULL,6.01993e-05
A32,B35,CW4,DQ5,DR14,NULL,DR52,NULL,2.00664e-05
A32,B35,CW4,DQ6,DR11,NULL,DR52,NULL,6.01993e-05
A32,B35,CW4,DQ6,DR13,NULL,DR52,NULL,0.000371229
A32,B35,CW4,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A32,B35,CW4,DQ7,DR11,NULL,DR52,NULL,0.001083587
A32,B35,CW4,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A32,B35,CW4,DQ7,DR13,NULL,DR52,NULL,0.000140465
A32,B35,CW4,DQ7,DR4,NULL,NULL,DR53,5.0166e-05
A32,B35,CW4,DQ8,DR4,NULL,NULL,DR53,0.000401328
A32,B35,CW7,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A32,B35,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B37,CW6,DQ5,DR10,NULL,NULL,NULL,0.000130432
A32,B38,CW12,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A32,B38,CW12,DQ6,DR13,NULL,DR52,NULL,0.000200664
A32,B38,CW12,DQ7,DR11,NULL,DR52,NULL,0.000130432
A32,B38,CW12,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A32,B39,CW12,DQ5,DR16,DR51,NULL,NULL,0.000120399
A32,B39,CW12,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B39,CW12,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A32,B39,CW7,DQ6,DR15,DR51,NULL,NULL,4.01328e-05
A32,B39,CW7,DQ7,DR11,NULL,DR52,NULL,0.000130432
A32,B39,CW7,DQ7,DR4,NULL,NULL,DR53,8.02657e-05
A32,B39,CW9,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A32,B40,CW10,DQ4,DR8,NULL,NULL,DR53,0.000140465
A32,B40,CW10,DQ5,DR10,NULL,NULL,NULL,5.0166e-05
A32,B40,CW10,DQ6,DR13,NULL,DR52,NULL,0.000240797
A32,B40,CW10,DQ6,DR15,DR51,NULL,NULL,0.000190631
A32,B40,CW10,DQ7,DR4,NULL,NULL,DR53,7.02325e-05
A32,B40,CW10,DQ8,DR4,NULL,NULL,DR53,0.00112372
A32,B40,CW15,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A32,B40,CW15,DQ7,DR4,NULL,NULL,DR53,5.0166e-05
A32,B40,CW15,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A32,B40,CW2,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A32,B40,CW2,DQ5,DR1,NULL,NULL,NULL,0.000110365
A32,B40,CW2,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A32,B40,CW2,DQ5,DR16,DR51,NULL,NULL,0.000391295
A32,B40,CW2,DQ6,DR13,NULL,DR52,NULL,0.000612026
A32,B40,CW2,DQ6,DR15,DR51,NULL,NULL,8.02657e-05
A32,B40,CW2,DQ7,DR11,NULL,DR52,NULL,0.000862856
A32,B40,CW2,DQ7,DR12,NULL,DR52,NULL,0.000180598
A32,B40,CW2,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A32,B41,CW17,DQ2,DR17,NULL,DR52,NULL,0.000190631
A32,B41,CW17,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A32,B44,CW16,DQ2,DR7,NULL,NULL,DR53,0.000190631
A32,B44,CW16,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A32,B44,CW16,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A32,B44,CW2,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A32,B44,CW2,DQ6,DR13,NULL,DR52,NULL,0.000110365
A32,B44,CW2,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A32,B44,CW2,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A32,B44,CW4,DQ2,DR7,NULL,NULL,DR53,0.000290963
A32,B44,CW4,DQ5,DR1,NULL,NULL,NULL,0.000381262
A32,B44,CW4,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B44,CW4,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A32,B44,CW5,DQ2,DR17,NULL,DR52,NULL,0.000240797
A32,B44,CW5,DQ5,DR1,NULL,NULL,NULL,0.000551827
A32,B44,CW5,DQ5,DR14,NULL,DR52,NULL,8.02657e-05
A32,B44,CW5,DQ6,DR13,NULL,DR52,NULL,0.000431428
A32,B44,CW5,DQ6,DR15,DR51,NULL,NULL,0.00025083
A32,B44,CW5,DQ7,DR103,NULL,NULL,NULL,0.000120399
A32,B44,CW5,DQ7,DR11,NULL,DR52,NULL,0.000371229
A32,B44,CW5,DQ7,DR12,NULL,DR52,NULL,0.001414683
A32,B44,CW5,DQ7,DR4,NULL,NULL,DR53,0.000601993
A32,B44,CW5,DQ7,DR8,NULL,NULL,DR53,6.01993e-05
A32,B44,CW5,DQ8,DR4,NULL,NULL,DR53,0.000130432
A32,B44,CW5,DQ9,DR7,NULL,NULL,DR53,4.01328e-05
A32,B44,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A32,B44,CW7,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A32,B44,CW9,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A32,B44,CW9,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
